CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
199253810,48,BRONX,10/14/2016,0:01:00,1/29/2018,12:45:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BRONX,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,1/29/2018,,UNKNOWN,UNKNOWN,U,,25-44,WHITE HISPANIC,F,1017115,250804,40.85502101,-73.8811991,"(40.85502101, -73.881199099)"
617336130,30,MANHATTAN,10/16/2016,0:00:00,6/2/2018,19:22:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO MAN NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,6/2/2018,,UNKNOWN,UNKNOWN,U,,25-44,BLACK HISPANIC,F,996507,238483,40.8212561,-73.95571661,"(40.821256099, -73.955716613)"
623814286,24,MANHATTAN,10/16/2016,0:01:00,6/14/2017,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE - APT. HOUSE,2/21/2018,,UNKNOWN,UNKNOWN,U,,18-24,WHITE,F,992256,228214,40.7930754,-73.97108782,"(40.793075401, -73.971087823)"
184709374,81,BROOKLYN,10/17/2016,8:00:00,5/18/2017,17:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BKLYN NORTH,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,5/15/2018,,18-24,WHITE HISPANIC,F,,<18,WHITE HISPANIC,F,1004768,188001,40.68268052,-73.92602346,"(40.682680517, -73.926023458)"
738938362,7,MANHATTAN,10/17/2016,2:00:00,3/4/2018,16:00:00,COMPLETED,BARUCH,544,2,N.Y. HOUSING POLICE,340,MISDEMEANOR,INSIDE,FRAUDS,,PATROL BORO MAN SOUTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - PUBLIC HOUSING,3/4/2018,,,,,,25-44,WHITE HISPANIC,F,990933,200320,40.71651456,-73.97589355,"(40.716514555, -73.975893551)"
243020678,46,BRONX,10/20/2016,12:00:00,6/5/2018,6:05:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BRONX,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,6/5/2018,,25-44,AMER IND,F,,25-44,BLACK HISPANIC,F,1006111,247691,40.84651085,-73.92098714,"(40.846510852, -73.920987136)"
625894699,46,BRONX,10/20/2016,20:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO BRONX,321,"LARCENY,PETIT FROM AUTO",STREET,1/8/2018,,,,,,45-64,BLACK,F,1012783,252612,40.85999849,-73.89685096,"(40.859998489, -73.896850958)"
701463137,44,BRONX,10/21/2016,14:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,,PATROL BORO BRONX,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - APT. HOUSE,6/28/2018,,UNKNOWN,UNKNOWN,U,,65+,WHITE HISPANIC,M,1003508,242080,40.83111635,-73.93041152,"(40.83111635, -73.930411516)"
143580133,110,QUEENS,10/21/2016,0:01:00,10/21/2016,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS NORTH,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",MAILBOX OUTSIDE,4/11/2018,,,,,,25-44,WHITE HISPANIC,M,1014972,211480,40.74709518,-73.88912565,"(40.747095184, -73.889125654)"
218526775,102,QUEENS,10/21/2016,0:01:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO QUEENS SOUTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,4/6/2018,,,,,,<18,WHITE HISPANIC,F,1030954,193887,40.69873677,-73.83156877,"(40.698736773, -73.831568765)"
990815218,94,BROOKLYN,10/21/2016,15:00:00,2/2/2018,16:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BKLYN NORTH,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE - APT. HOUSE,3/10/2018,,,,,,25-44,WHITE,F,1000734,203315,40.72472228,-73.94053062,"(40.724722277, -73.940530622)"
306538764,107,QUEENS,10/23/2016,23:00:00,10/24/2017,1:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,PATROL BORO QUEENS SOUTH,153,RAPE 3,,5/30/2018,,UNKNOWN,BLACK,M,,18-24,WHITE,F,1036790,205267,40.72993936,-73.81043314,"(40.729939364, -73.810433142)"
618518045,40,BRONX,10/24/2016,17:04:00,10/24/2016,17:04:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO BRONX,338,"LARCENY,PETIT FROM BUILDING,UN",ATM,3/5/2018,,,,,,UNKNOWN,UNKNOWN,D,1007051,236736,40.81644015,-73.91762684,"(40.816440154, -73.917626838)"
103559757,68,BROOKLYN,10/24/2016,12:00:00,12/1/2016,14:34:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,,PATROL BORO BKLYN SOUTH,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",MAILBOX OUTSIDE,2/27/2018,,45-64,WHITE,M,,65+,WHITE,M,975098,167342,40.62599512,-74.0329711,"(40.625995115, -74.0329711)"
736942748,14,MANHATTAN,10/26/2016,8:00:00,4/27/2018,16:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN SOUTH,407,"LARCENY,GRAND BY DISHONEST EMP",COMMERCIAL BUILDING,5/14/2018,,45-64,BLACK,M,,UNKNOWN,UNKNOWN,D,988341,212669,40.75041111,-73.98523629,"(40.750411107, -73.985236286)"
478269317,34,MANHATTAN,10/26/2016,8:00:00,1/5/2018,17:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE - APT. HOUSE,2/21/2018,,,,,,18-24,WHITE,F,1003438,251058,40.85575848,-73.93063878,"(40.855758481, -73.930638777)"
153775241,40,BRONX,10/28/2016,21:07:00,10/28/2016,21:07:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BRONX,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",ATM,3/5/2018,,,,,,UNKNOWN,UNKNOWN,D,1007051,236736,40.81644015,-73.91762684,"(40.816440154, -73.917626838)"
253043595,113,QUEENS,10/29/2016,15:00:00,10/29/2016,15:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO QUEENS SOUTH,349,"LARCENY,PETIT OF LICENSE PLATE",OTHER,4/9/2018,,,,,,18-24,BLACK,M,1042349,190408,40.68912028,-73.79050414,"(40.689120276, -73.790504137)"
928212188,5,MANHATTAN,10/29/2016,0:00:00,11/9/2016,0:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,125,FELONY,INSIDE,NYS LAWS-UNCLASSIFIED FELONY,,PATROL BORO MAN SOUTH,847,"NY STATE LAWS,UNCLASSIFIED FEL",PUBLIC BUILDING,2/12/2018,,,,,,UNKNOWN,UNKNOWN,E,983903,200257,40.71634415,-74.00125319,"(40.716344152, -74.001253193)"
598248457,10,MANHATTAN,10/30/2016,21:00:00,10/30/2016,21:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN SOUTH,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",RESIDENCE - APT. HOUSE,1/23/2018,,,,,,18-24,ASIAN/PAC.ISL,F,984340,216674,40.76140476,-73.99967657,"(40.76140476, -73.999676569)"
761258686,45,BRONX,11/1/2016,0:01:00,5/31/2018,18:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BRONX,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,5/31/2018,,,,,,25-44,WHITE HISPANIC,M,1034381,247610,40.84617329,-73.81880896,"(40.84617329, -73.818808964)"
598902841,108,QUEENS,11/1/2016,7:00:00,4/24/2018,15:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,4/27/2018,,UNKNOWN,UNKNOWN,U,,25-44,WHITE HISPANIC,M,1010621,213010,40.75130869,-73.90482241,"(40.751308692, -73.904822413)"
539240528,73,BROOKLYN,11/1/2016,0:01:00,4/19/2018,14:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN NORTH,113,"MENACING,UNCLASSIFIED",RESIDENCE - APT. HOUSE,4/20/2018,,UNKNOWN,BLACK,F,,18-24,BLACK,F,1008239,178971,40.65788647,-73.91354085,"(40.657886467, -73.913540852)"
133890564,113,QUEENS,11/1/2016,0:01:00,11/30/2016,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,353,MISDEMEANOR,FRONT OF,UNAUTHORIZED USE OF A VEHICLE,,PATROL BORO QUEENS SOUTH,462,UNAUTHORIZED USE VEHICLE 3,STREET,4/5/2018,,,,,,25-44,UNKNOWN,F,1050814,184018,40.67152162,-73.76004373,"(40.671521623, -73.760043727)"
340703673,34,MANHATTAN,11/1/2016,0:00:00,11/1/2016,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE - APT. HOUSE,3/20/2018,,UNKNOWN,UNKNOWN,U,,45-64,WHITE HISPANIC,M,1005202,253699,40.86300322,-73.92425384,"(40.863003221, -73.924253843)"
244995083,14,MANHATTAN,11/1/2016,9:00:00,3/9/2018,20:55:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO MAN SOUTH,772,COMPUTER TAMPER/TRESSPASS,COMMERCIAL BUILDING,3/9/2018,,UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,985802,213781,40.75346408,-73.99439974,"(40.753464076, -73.994399743)"
760127535,113,QUEENS,11/1/2016,7:00:00,12/25/2017,7:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,FRONT OF,SEX CRIMES,,PATROL BORO QUEENS SOUTH,168,SODOMY 1,OTHER,1/26/2018,,<18,BLACK,M,,<18,BLACK,M,1046367,186986,40.67970041,-73.77604737,"(40.679700408, -73.776047368)"
191995705,5,MANHATTAN,11/1/2016,0:00:00,11/10/2016,0:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,125,FELONY,INSIDE,NYS LAWS-UNCLASSIFIED FELONY,,PATROL BORO MAN SOUTH,847,"NY STATE LAWS,UNCLASSIFIED FEL",PUBLIC BUILDING,1/10/2018,,,,,,UNKNOWN,UNKNOWN,E,983903,200257,40.71634415,-74.00125319,"(40.716344152, -74.001253193)"
656453858,71,BROOKLYN,11/1/2016,11:00:00,11/30/2016,11:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,PATROL BORO BKLYN SOUTH,157,RAPE 1,RESIDENCE - APT. HOUSE,1/3/2018,,25-44,BLACK,M,,25-44,BLACK,F,998749,181383,40.6645275,-73.94773929,"(40.664527498, -73.947739291)"
905426563,40,BRONX,11/2/2016,12:03:00,,,COMPLETED,,,1,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,4/9/2018,3 AVENUE-149 STREET,,,,12,UNKNOWN,UNKNOWN,E,1007034,236608,40.81608887,-73.91768869,"(40.816088874, -73.917688689)"
914142760,52,BRONX,11/3/2016,9:45:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,,THEFT-FRAUD,,PATROL BORO BRONX,739,"FRAUD,UNCLASSIFIED-FELONY",STREET,3/20/2018,,25-44,BLACK HISPANIC,M,,UNKNOWN,UNKNOWN,M,1008368,253290,40.86187256,-73.91280931,"(40.861872559, -73.912809305)"
112973634,77,BROOKLYN,11/4/2016,9:00:00,3/21/2018,9:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BKLYN NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,4/4/2018,,,,,,65+,BLACK,F,994507,185552,40.6759764,-73.96302338,"(40.675976402, -73.963023382)"
975869468,6,MANHATTAN,11/6/2016,1:30:00,11/6/2016,2:00:00,ATTEMPTED,,,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,PATROL BORO MAN SOUTH,159,"RAPE 1,ATTEMPT",RESIDENCE - APT. HOUSE,5/10/2018,,45-64,WHITE,M,,25-44,WHITE,F,982752,206772,40.73422613,-74.00540669,"(40.734226128, -74.005406689)"
686398744,115,QUEENS,11/6/2016,22:00:00,11/7/2016,2:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,PATROL BORO QUEENS NORTH,638,"HARASSMENT,SUBD 3,4,5",PARKING LOT/GARAGE (PUBLIC),2/13/2018,,25-44,BLACK HISPANIC,M,,25-44,WHITE HISPANIC,F,1018714,214946,40.75659468,-73.87560302,"(40.756594678, -73.875603018)"
917166885,114,QUEENS,11/7/2016,0:01:00,11/7/2016,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS NORTH,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE-HOUSE,5/19/2018,,,,,,25-44,WHITE,F,1008013,221753,40.77531336,-73.91420438,"(40.775313361, -73.914204377)"
654645618,18,MANHATTAN,11/8/2016,20:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO MAN SOUTH,175,"SEXUAL ABUSE 3,2",HOTEL/MOTEL,5/13/2018,,UNKNOWN,WHITE,M,,25-44,WHITE,M,988353,217918,40.76481827,-73.98518977,"(40.764818269, -73.985189773)"
492288529,18,MANHATTAN,11/8/2016,0:01:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN SOUTH,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",JEWELRY,1/18/2018,,UNKNOWN,UNKNOWN,M,,18-24,WHITE,M,990125,214834,40.75635248,-73.97879561,"(40.756352479, -73.978795614)"
198670162,77,BROOKLYN,11/10/2016,0:01:00,5/29/2018,8:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,125,FELONY,INSIDE,NYS LAWS-UNCLASSIFIED FELONY,,PATROL BORO BKLYN NORTH,847,"NY STATE LAWS,UNCLASSIFIED FEL",RESIDENCE - APT. HOUSE,5/29/2018,,,,,,UNKNOWN,UNKNOWN,E,1002230,183370,40.66997499,-73.93518661,"(40.669974986, -73.935186608)"
235067752,114,QUEENS,11/10/2016,12:00:00,12/10/2016,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO QUEENS NORTH,313,"LARCENY,PETIT BY FALSE PROMISE",FACTORY/WAREHOUSE,3/22/2018,,UNKNOWN,UNKNOWN,U,,UNKNOWN,WHITE,D,1011794,222507,40.77737192,-73.90054988,"(40.777371918, -73.900549875)"
541134874,67,BROOKLYN,11/10/2016,0:01:00,1/23/2018,0:01:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BKLYN SOUTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE - APT. HOUSE,2/6/2018,,,,,,45-64,BLACK,M,1003935,178858,40.65758692,-73.92905355,"(40.65758692, -73.92905355)"
242262443,121,STATEN ISLAND,11/11/2016,12:00:00,11/11/2016,13:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,FRONT OF,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO STATEN ISLAND,639,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,5/22/2018,,18-24,WHITE,F,,25-44,WHITE HISPANIC,F,931376,154417,40.59036565,-74.1903761,"(40.59036565, -74.190376103)"
120052420,77,BROOKLYN,11/11/2016,0:01:00,11/13/2016,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO BKLYN NORTH,175,"SEXUAL ABUSE 3,2",OTHER,3/7/2018,,,,,,25-44,UNKNOWN,F,1003606,185050,40.67458331,-73.93022154,"(40.674583308, -73.930221541)"
423173076,70,BROOKLYN,11/14/2016,8:00:00,2/7/2018,8:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BKLYN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,2/24/2018,,25-44,ASIAN/PAC.ISL,F,,25-44,WHITE,F,996838,163896,40.61653235,-73.95466018,"(40.61653235, -73.954660178)"
662403147,62,BROOKLYN,11/14/2016,14:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BKLYN SOUTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMMERCIAL BUILDING,2/21/2018,,UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,983269,160209,40.60642118,-74.00353441,"(40.606421178, -74.003534411)"
870003814,7,MANHATTAN,11/16/2016,15:00:00,5/10/2018,12:19:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO MAN SOUTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,5/10/2018,,UNKNOWN,WHITE,M,,UNKNOWN,WHITE,F,987721,202253,40.72182202,-73.98747935,"(40.721822019, -73.987479351)"
149318110,115,QUEENS,11/16/2016,8:00:00,4/11/2018,23:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS NORTH,407,"LARCENY,GRAND BY DISHONEST EMP",DRUG STORE,4/19/2018,,UNKNOWN,AMER IND,F,,45-64,AMER IND,D,1019732,213857,40.75360163,-73.87193428,"(40.753601626, -73.871934281)"
790493031,69,BROOKLYN,11/16/2016,14:00:00,3/2/2018,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BKLYN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",STREET,3/2/2018,,,,,,18-24,BLACK,M,1013932,175060,40.64713438,-73.8930395,"(40.647134377, -73.893039504)"
342851500,13,MANHATTAN,11/16/2016,9:00:00,2/1/2018,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO MAN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,2/21/2018,,45-64,WHITE,F,,25-44,WHITE,F,987368,207722,40.73683322,-73.98875031,"(40.736833222, -73.988750312)"
537419650,107,QUEENS,11/16/2016,17:00:00,1/3/2018,17:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS SOUTH,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE - APT. HOUSE,1/6/2018,,,,,,45-64,ASIAN/PAC.ISL,M,1037332,197741,40.70927912,-73.80853692,"(40.709279115, -73.808536921)"
617045522,90,BROOKLYN,11/17/2016,16:00:00,11/17/2016,16:30:00,COMPLETED,WILLIAMS PLAZA,530,0,N.Y. POLICE DEPT,104,FELONY,OPPOSITE OF,RAPE,,PATROL BORO BKLYN NORTH,157,RAPE 1,RESIDENCE - APT. HOUSE,6/6/2018,,18-24,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,997843,196573,40.70622201,-73.95097436,"(40.706222013, -73.950974356)"
193168630,41,BRONX,11/17/2016,12:00:00,11/2/2017,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BRONX,407,"LARCENY,GRAND BY DISHONEST EMP",RESIDENCE - APT. HOUSE,1/2/2018,,UNKNOWN,BLACK HISPANIC,F,,UNKNOWN,UNKNOWN,D,1012526,239063,40.82281128,-73.89783717,"(40.822811283, -73.897837171)"
254850113,18,MANHATTAN,11/18/2016,15:00:00,11/29/2016,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN SOUTH,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",JEWELRY,1/28/2018,,25-44,WHITE,F,,UNKNOWN,UNKNOWN,D,989741,215196,40.75734632,-73.98018137,"(40.757346324, -73.980181368)"
511689414,17,MANHATTAN,11/18/2016,14:00:00,1/3/2018,14:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101,ASSAULT 3,RESIDENCE - APT. HOUSE,1/5/2018,,25-44,WHITE,M,,25-44,WHITE,F,990598,212007,40.74859275,-73.97709099,"(40.748592752, -73.977090987)"
311229102,19,MANHATTAN,11/20/2016,18:00:00,12/28/2016,18:00:00,COMPLETED,,45804,2,N.Y. HOUSING POLICE,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN NORTH,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",RESIDENCE - PUBLIC HOUSING,2/2/2018,,,,,,UNKNOWN,UNKNOWN,D,999557,223723,40.78073918,-73.94473054,"(40.780739178, -73.944730538)"
701972316,113,QUEENS,11/20/2016,9:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO QUEENS SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,1/30/2018,,,,,,25-44,BLACK,F,1048181,187810,40.68194918,-73.76949946,"(40.681949179, -73.76949946)"
237085551,25,MANHATTAN,11/20/2016,12:00:00,11/26/2016,23:59:00,COMPLETED,LINCOLN,645,2,N.Y. HOUSING POLICE,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN NORTH,101,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,1/23/2018,,25-44,BLACK,M,,<18,WHITE HISPANIC,M,1001769,234797,40.81113019,-73.93671451,"(40.811130194, -73.936714506)"
207775527,49,BRONX,11/22/2016,0:01:00,4/1/2018,23:59:00,COMPLETED,EASTCHESTER GARDENS,34456,2,N.Y. HOUSING POLICE,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO BRONX,176,SEX CRIMES,RESIDENCE - PUBLIC HOUSING,4/18/2018,,45-64,BLACK,M,,<18,UNKNOWN,F,1027295,251236,40.85616296,-73.84439712,"(40.856162957, -73.844397124)"
710771334,63,BROOKLYN,11/23/2016,12:00:00,3/1/2018,11:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BKLYN SOUTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,3/11/2018,,,,,,65+,AMER IND,F,1002963,160623,40.60753782,-73.93260735,"(40.607537822, -73.932607353)"
728840501,32,MANHATTAN,11/24/2016,15:00:00,6/13/2018,15:00:00,COMPLETED,RANGEL,738,2,N.Y. HOUSING POLICE,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,PATROL BORO MAN NORTH,349,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE - PUBLIC HOUSING,6/13/2018,,UNKNOWN,UNKNOWN,U,,45-64,BLACK,F,1002118,242744,40.83294176,-73.93543259,"(40.832941761, -73.935432593)"
639271237,48,BRONX,11/24/2016,0:01:00,12/29/2017,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,PATROL BORO BRONX,155,RAPE 2,HOTEL/MOTEL,2/22/2018,,18-24,UNKNOWN,M,,<18,BLACK,F,1011779,246746,40.84390126,-73.90050463,"(40.843901255, -73.900504632)"
711282122,73,BROOKLYN,11/26/2016,8:37:00,,,COMPLETED,,,1,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN NORTH,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,3/19/2018,ROCKAWAY AVENUE,,,,33,UNKNOWN,UNKNOWN,E,1008992,186404,40.67828632,-73.91079963,"(40.678286317, -73.910799629)"
114353700,105,QUEENS,11/27/2016,11:00:00,1/31/2018,22:40:00,COMPLETED,,,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,,PATROL BORO QUEENS SOUTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE-HOUSE,1/31/2018,,UNKNOWN,UNKNOWN,U,,25-44,BLACK,F,1053676,186825,40.6792042,-73.7496976,"(40.679204195, -73.749697595)"
307927570,28,MANHATTAN,11/29/2016,13:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",DEPARTMENT STORE,1/3/2018,,,,,,18-24,WHITE HISPANIC,M,996345,230977,40.80065444,-73.95631545,"(40.800654436, -73.956315447)"
